NAME,CATEGORIES,DESCRIPTION,LATITUDE,RATING,LONGITUDE,DESTINATION,GENERAL_LOCATION,ID,split
The Royal Armoury of Madrid,"['Museums', 'Military Museums']",,40.41721,4.5,-3.713161,Madrid,"Calle Bailén, 6 Madrid, 28013 Distrito: Centro - Barrio: Palacio, 28013",2259674,train
I Virtuosi dell'opera di Roma,"['Concerts & Shows', 'Operas']","The Orchestra I Virtuosi dell'opera di Roma was created in 1999 by the cultural association Musica&Musica and it is now recognized as the first example of private concert organization unfunded by public moneys. The founding members goal was to create a musical ensemble prone to perform lyrical opera and for this reason they have selected only the best members of the most prestigious Italian conservatories. From the beginning directed by M° Adriano Melchiorre, famous international director, the Orchestra gets itself noticed in the main Italian and European concerts and festivals. From 2001 the concert seasons of the Orchestra of I Virtuosi dell'opera di Roma are in Rome, mondial capital of ""bel canto"", and offer every year to thousands of spectators the possibility to be in contact with lyrical opera and its fascinating culture which make it the ambassador of the Italian spirit in the world.",41.90424,4.5,12.48407,Rome,"Via Nazionale 16/a, Chiesa di San Paolo entro le Mura, 00184",6429365,train
Pantheon,"['Sights & Landmarks', 'Architectural Buildings', 'Ancient Ruins', 'Churches & Cathedrals']","Dedicated to the seven planetary divinities and featuring an interior of gorgeous marble, the Pantheon is one of the most impressive monuments of Augustan Rome.",41.898834,4.5,12.476874,Rome,"Piazza della Rotonda, 00186",197714,train
Westminster Abbey,"['Sights & Landmarks', 'Historic Sites', 'Churches & Cathedrals', 'Architectural Buildings']","Westminster Abbey was initially built by Henry III in 1245 and it is one of the most important Gothic buildings of England. At first home of Benedictine monks, the coronation church since 1066 and the final resting place of 17 monarchs. It contains a treasury full of paintings, stained glass, pavements, textiles, books and various other artefacts plus the most significant collection of monumental sculptures of the UK. The Queen's Diamond Jubilee Galleries in the Abbey's Triforium opened in June 2018. Explore over 1,000 years of history in this truly unique space, high above the Abbey floor.",51.4994,4.5,-0.1275,London,"20 Dean's Yard, Broad Sanctuary, SW1P 3PA",189032,train
Villa Pignatelli,"['Museums', 'Art Museums']",,40.83472,4.5,14.233599,Naples,,2190975,train
Sala Temple Flamenco,"['Concerts & Shows', 'Theaters']","Authentic flamenco is experienced up close, in intimate venues with good acoustics, where it excites and reaches you straight to the heart. Authentic flamenco is improvised and comes straight from the soul of the artist. If you want to live that experience and also enjoy a good beer and a dinner based on the most traditional tapas, come and meet us, you will never forget it.",40.420467,5.0,-3.7176,Madrid,"Cuesta de San Vicente 40, 28008",23756221,train
Puerta del Sol,"['Sights & Landmarks', 'Points of Interest & Landmarks']","Considered by many to be the ""hub"" of the city, this large urban plaza contains many statues and monuments.",40.41702,4.0,-3.703547,Madrid,,190140,train
Arenal Diving,"['Tours', 'Boat Tours & Water Sports', 'Outdoor Activities', 'Scuba & Snorkeling']","Arenal Diving is based in San Antonio , we are the leader PADI Diving Centre in Ibiza, we have lot of experience in beginners diving courses and all level PADI courses as , PADI Open Water Diver, PADI advance Diver and PADI Rescue Diver, an many more activities as Sunset Trips, and the famous snorkelling beach and cave tour, all that, can be booked in Trip Advisor due we have a certificate of excellence fruit of our professionality and the service offered in the past years.",38.975426,4.5,1.308036,Ibiza,,2019554,train
Somnia Fx Cocktail Bar,"['Nightlife', 'Bars & Clubs']",Author cocktails where your dreams come true. Know the Joe´s liquid story and let yourself be tricked by a magical atmosphere that will transport you to another world. Cocktail and magic mix to see a new concept in mixology: FX cocktail bar,41.377125,5.0,2.175044,Barcelona,"Carrer de Montserrat, 13, 08001",20262903,train
Garden at 120,"['Nature & Parks', 'Gardens']",Temporarily Closed,51.511932,4.5,-0.081291,London,"120 Fenchurch Street, EC3M 5AL",16718754,train
Teatro Lara,"['Concerts & Shows', 'Theaters']",,40.422333,4.0,-3.704533,Madrid,,244688,train
Evan Evans Tours,"['Tours', 'Private Tours', 'Day Trips']","Evan Evans provides unforgettable journeys and experiences to Britain’s most iconic locations. Relax in comfort as our captivating guides unravel the sights and stories of Britain, brought to life with our exclusive, cutting-edge audio VOX technology. As experts in sightseeing and driven by service, we’re passionate about creating memories which will last our guests a lifetime.",51.49446,4.5,-0.14107,London,"Road Victoria 258 Vauxhall Bridge Road, SW1V 1BS",2024932,train
Turkish and Islamic Arts Museum (Turk ve Islam Eserleri Muzesi),"['Museums', 'History Museums', 'Art Museums']","The Turkish and Islamic Arts Museum showcases Islamic calligraphy, tiles and rugs and recreates rooms or dwellings from Turkish cultures, particularly nomadic groups.",41.006424,4.5,28.976126,Istanbul,"Meydanı Sok. No:46, Binbirdirek Mh., 34122",1973814,train
Palatine Hill,"['Sights & Landmarks', 'Ancient Ruins', 'Historic Sites']","The commercial, political and religious center of ancient Rome, which features the Arch of Septimus Severus, Temple of Saturn, Arch of Titus and the House of the Vestals.",41.888195,4.5,12.486699,Rome,,190996,train
Cannabis College,"['Sights & Landmarks', 'Points of Interest & Landmarks']","Our non-profit foundation, Cannabis College Amsterdam, teaches and advises the public from the centre of a worldwide debate. Although we are not an academic college, our name was chosen to promote self-education and convey our goal of providing information.",52.37221,4.0,4.897446,Amsterdam,,4045988,train
Artemis Spa,"['Spas & Wellness', 'Health/Fitness Clubs & Gyms', 'Hammams & Turkish Baths', 'Spas']","Pampering you is our business. That is why we have created Hotel Artemide's Artemís Spa. Artemís is a small refuge in the centre of Rome in which to relax, restoring the body and the mind. In between city strolls and museum visits, enjoy a wellness program and book a relaxing treatment, perhaps together with someone you love. Returning to exploring the city will be a real pleasure.",41.90088,5.0,12.493681,Rome,"Via Nazionale, 22, Int.A, 00184",10713033,train
asisi Panorama Berlin,"['Sights & Landmarks', 'Points of Interest & Landmarks']","Experience a Berlin cityscape that no longer exists - the Berlin Wall - in an 18 meter high rotunda at the historical Checkpoint Charlie. Immerse yourself in the monumental Panorama Installation from the vantage point of a 4-meter high visitors' platform - a perfect illusion of the history of this city. The Berlin artist Yadegar Asisi depicts life at and in the shadow of the Wall on a fictional autumn day in the 1980s on a 1:1 scale. He thus spectacularly brings the divided city to life for young and old alike. The Panorama experience is supplemented by a photo exhibition with over 80 photos of contemporary witnesses, which gives the visitor personal insights into the period of the Wall.",52.507954,4.0,13.389199,Berlin,"Friedrichstraße 205, Checkpoint Charlie, 10117",6353067,train
Studlagil canyon,"['Nature & Parks', 'Canyons']",,65.16328,4.5,-15.306678,Iceland,,17433058,train
Panorama 1453 History Museum,"['Museums', 'Art Museums', ""Children's Museums"", 'History Museums']","Panorama 1453 Museum of History, established by Istanbul Metropolitan Municipality in 2009, holds the title of ‘the world’s first full-panoramic museum’. As one of the most popular spots in Istanbul, the museum gives its visitors a chance to relive the conquest of Istanbul.",41.017975,4.5,28.920025,Istanbul,,1973821,train
Theater Amsterdam,"['Concerts & Shows', 'Theaters']",ANNE is a theater play based on the life of Anne Frank. It covers the two years spent by Anne and her family in the Secret Annex as well as the events of the times before and after.,52.397087,4.5,4.8779,Amsterdam,"Danzigerkade 5, Westpoortnummer 2036, 1013 AP",6686044,train
Escape Hunt London Oxford Street,"['Fun & Games', 'Room Escape Games']",,51.51617,5.0,-0.134913,London,"70/88 Oxford Street, W1D 1BP",25124090,train
Begijnhof,"['Sights & Landmarks', 'Historic Walking Areas', 'Historic Sites']","Tucked away just off Spui, this delightful collection of houses arranged around an open court is well worth searching out.",52.36949,4.5,4.89051,Amsterdam,,244498,train
Museum of Prostitution - Red Light Secrets,"['Museums', 'Specialty Museums']",Step into an intriguing world that remains hidden to many and discover the secrets of the Amsterdam Red Light District in in the world's only Museum of Prostitution. Take a look behind the scenes of the oldest profession in the world and experience what it feels like to take a seat behind one of the famous windows. Visit Red Light Secrets and experience how surprising and exciting a museum can be!,52.373676,4.0,4.899019,Amsterdam,,6163990,train
Urridafoss Waterfall,"['Nature & Parks', 'Waterfalls']",,63.92444,4.5,-20.673557,Iceland,,7128655,train
Daunt Books,"['Shopping', 'Gift & Specialty Shops']",,51.52045,5.0,-0.15193,London,"83 Marylebone High Street, W1U 4QW",657813,train
Casa de Campo,"['Sights & Landmarks', 'Nature & Parks', 'Parks', 'Historic Sites']",The largest urban park situated west of central Madrid. Formerly a royal hunting estate.,40.419743,4.0,-3.74884,Madrid,,244592,train
Via Toledo,"['Sights & Landmarks', 'Points of Interest & Landmarks']",,40.84534,4.0,14.24914,Naples,,2540374,train
The London Bicycle Tour Company,"['Tours', 'Outdoor Activities', 'Bike Tours']","The London Bicycle Tour Company is London's original bike tour, operating since 1991. Our tours are safe, suitable for all standards, and offer an exciting way to discover the best sights of London. You will be provided with a bike and helmet, and escorted by a guide on a three hour tour through the capital, using mainly quieter streets and bike paths. The Classic London Tour is a great overview of London's most famous sights, while the Love London Tour takes in the party atmosphere of Soho and the glamorous shopping areas of Mayfair and Carnaby Street. The Original Bike Tour explores London’s eastern, historically-rich quarter, and the Night Tour offers the chance to see London after dark. Tours are offered daily in English, German, Dutch, French, Italian, and Spanish. And, to do things your own way, we also offer a range of bike hire options. To get up close to the sights, and have the freedom you want as a tourist, you must take a guided tour with London Bicycle Tour Company.",51.496155,5.0,-0.111787,London,"74 Kennington Road, SE11 6NL",648067,train
Museo del Traje,"['Museums', 'Specialty Museums']",,40.440113,4.0,-3.729138,Madrid,,500563,train
Schanzengraben Canal,"['Sights & Landmarks', 'Other', 'Neighborhoods']",,47.3673,4.5,8.53936,Zurich,,314479,train
Cala de S'Aigua Blanca,"['Nature & Parks', 'Outdoor Activities', 'Beaches']",,39.059696,4.0,1.58905,Ibiza,,6665466,train
Quartier Montparnasse,"['Sights & Landmarks', 'Other', 'Neighborhoods']",This lively neighborhood is located in the 14th Arrondissement.,48.84218,4.5,2.322006,Paris,14ème Arrondissement,194214,train
Jazz Cafe Alto,"['Nightlife', 'Concerts & Shows', 'Jazz Clubs & Bars']","Live jazz every night! Doors open at 21.00, music starts at 22.00 till 02.00 (and till 03.00 in the weekend)!",52.363403,4.5,4.884462,Amsterdam,,245162,train
Felipe III Statue,"['Sights & Landmarks', 'Monuments & Statues']",,40.41516,4.0,-3.70667,Madrid,,4468341,train
Stykkisholmskirkja,"['Sights & Landmarks', 'Churches & Cathedrals']",,65.07283,4.0,-22.72952,Iceland,,3207629,train
Spanish Steps,"['Sights & Landmarks', 'Points of Interest & Landmarks']","Located in the heart of Rome, this vibrant and elegant square is surrounded by 18th-century buildings augmented by the colorful flowers that adorn the Spanish Steps. The elegant steps by Francesco de Sanctis (1723-1726) consist of twelve flights of varying width, which descend to the scenic Franciscan Church of Trinita dei Monti.",41.905888,4.0,12.482507,Rome,"Piazza di Spagna, 00187",197717,train
Rome Tours & Transfers - Welcome Pickups,"['Transportation', 'Taxis & Shuttles']","Welcome helps you make the most of your travels by providing transfer services, essential products, pre-ordered tickets to top attractions, tips and tailor-made experiences led by locals. Let a local English Speaking driver to introduce you to Rome!",41.87459,4.5,12.46971,Rome,,13198888,train
Samurai Experience Barcelona,"['Fun & Games', 'Game & Entertainment Centers']","Live an exciting, new and exclusive team experience where you will immerse yourself in the life of the Samurai from our experts in Barcelona. Welcome Tips to enjoy the experience, brief explanation of the history of the Samurai and you will dress in the clothes that the samurai dressed to train. Meditation We will guide you to be able to experience the meditation that the Samurai used every day to relax the mind and prepare for training, fighting and even for dying. Training sword (bokken) Before getting the real katana, we will teach you the cutting technique with a boken, the wooden sword that the Samurai used to train. The Katana (Real sword) In this part you will start practicing sometimes in the air with the real sword. Then we will set objectives of foam objectives and bambu mats. Team games You will have some real fun fighting our friends with foam katanas. Private zone To relax, you'll have a prive zone for you with Japanese beer, tea and sweets, included in the price!",41.405838,5.0,2.185176,Barcelona,,19974652,train
Underground Naples,"['Sights & Landmarks', 'Historic Walking Areas']","Check out a different side of Naples—think: an extensive labyrinth of tunnels that snake underneath the entire old town. Underground Naples offers a fascinating combination of caves, galleries, and passages 131 feet below the ground. Follow the official Napoli Sottrerranea route, which will bring you to the Roman Theater and the Greek-Roman aqueduct, or join a separate tour to visit the Galleria Borbonica which used to be a tunnel intended for the then King of Naples to flee if intended. It's highly recommended to pre-book skip-the-line tickets online to avoid long lines at the entrance. – Tripadvisor",40.851143,4.5,14.256775,Naples,"Piazza San Gaetano 68, 80138",2466778,train
Houdini,"['Museums', 'Concerts & Shows', 'Specialty Museums', 'Theaters', 'Performances']",,40.446163,4.5,-3.675156,Madrid,"C/ García Luna 13, 28002",244705,train
Kulturforum,"['Museums', 'Specialty Museums']",,52.508965,4.5,13.366531,Berlin,,265861,train
Sanima Herbs,"['Nature & Parks', 'Gardens']",Visitable Garden of Aromatic and Medicinal Plants from Ibiza. Aromatic Guide Visit. Located on the North of the Ibiza island.,39.045086,5.0,1.447753,Ibiza,,25253957,train
Les Jardins du Trocadero,"['Sights & Landmarks', 'Nature & Parks', 'Gardens', 'Fountains', 'Monuments & Statues']",,48.85678,4.5,2.280197,Paris,"Place du Trocadéro, 75016",10398853,train
Parco degli Acquedotti - Parco Archeologico dell'Appia Antica,"['Sights & Landmarks', 'Nature & Parks', 'Ancient Ruins', 'Points of Interest & Landmarks', 'Parks']","Between the Appia Nuova and Tuscolana streets, the mighty structures of the Roman aqueducts Aqua Marcia, Claudia and Anio Novus stand out in the countryside. The Aqua Marcia, built between 144 and 140 BC. by the praetor Quinto Marcio Re, it is the longest aqueduct in Rome. Between the second and first centuries. B.C. the conduits of two other aqueducts were superimposed on it: the Aqua Tepula and the Aqua Iulia. Aqua Claudia was started by Caligula in 38 AD. and finished by Claudius in 52 AD. Anio Novus was also commissioned by Caligula and finished by Claudius in 52 AD. The emperor, having already given his name to the other aqueduct, dedicated this water to the Aniene river using the adjective ""novus"" to distinguish it from the ""vetus"", already existing since 272 BC. The Anio Novus shared a large part of its route with the Aqua Claudia whose structures it overlapped. The best preserved stretch is clearly visible above the Aqua Claudia, inside the Parco degli Acquedotti.",41.8493,4.5,12.56187,Rome,"Via Lemonia, 256, 00174",2062465,train
The Little Farm,"['Sights & Landmarks', 'Zoos & Aquariums', 'Nature & Parks', 'Outdoor Activities', 'Zoos', 'Farms']","The Little Farm provides a unique opportunity to meet, handle and feed our friendly animals. Enjoy many extra activities and the most beautiful view in Lagana.",37.723495,5.0,20.860159,Greece,"Laganas Road, 29092",21023801,train
Escape Room Resolute,"['Fun & Games', 'Room Escape Games']",Escape Room,41.89507,4.5,12.51746,Rome,,10366103,train
Eyup Sultan Mosque,"['Sights & Landmarks', 'Sacred & Religious Sites', 'Architectural Buildings', 'Historic Sites']","This mosque stands outside the city walls at the location where Hz Eyyubu El-Ensari, a noted Islamic individual, died in the assault on Constantinople in 670 AD.",41.047977,4.5,28.933786,Istanbul,"Cami Kebir Sk. No:1, Merkez Mh, 34050",294548,train
RAMS Park,"['Sights & Landmarks', 'Arenas & Stadiums']",,41.103325,4.5,28.991148,Istanbul,,2329797,train
Chiesa di Sant'Ignazio di Loyola,"['Sights & Landmarks', 'Churches & Cathedrals', 'Sacred & Religious Sites']","A baroque Jesuit church with stunning ceilings, covered with intricate and detailed frescoes. The highlight is a trompe l'œil faux dome.",41.89882,4.5,12.47939,Rome,"Piazza Sant'Ignazio, Campo Marzio, 00186",527786,train
Docklands Light Railway,"['Transportation', 'Railways']",The Docklands Light Railway (DLR) offers high-frequency links between two of the world's most important financial districts - The City and Docklands - and regeneration areas in east and south east London.,51.497787,4.5,-0.135183,London,E14 0DS,246022,train
La Madeleine,"['Sights & Landmarks', 'Historic Sites', 'Points of Interest & Landmarks', 'Architectural Buildings', 'Churches & Cathedrals']",A beautiful church built by Napoleon in honor of his troops.,48.870033,4.5,2.324556,Paris,,209790,train
Forum Istanbul Alisveris Merkezi,"['Shopping', 'Shopping Malls']",,41.04645,4.5,28.89726,Istanbul,"Kocatepe Mahallesi, Paşa Caddesi, Bayrampaşa",3386223,train
Museum Blindenwerkstatt Otto Weidt,"['Museums', 'Specialty Museums']",,52.52435,4.5,13.402151,Berlin,,594412,train
Marina Santa Eulalia,"['Nature & Parks', 'Marinas']",,38.98401,4.5,1.53306,Ibiza,"Edificio Capitanía, 07840",17391545,train
Crete Taxi Services,"['Transportation', 'Taxis & Shuttles']",Crete Taxi Services. We provide high quality Taxi and Minivan transfers from Heraklion airport/port/hotels in Crete. Heraklion airport taxi transfers to any destination in Crete. Excursions and tours around Crete. All our drivers are profesionals and speak fluent English and German. Heraklion Taxi Transfers.,35.336227,5.0,25.14519,Greece,,6612738,train
Parc Monceau,"['Nature & Parks', 'Parks']","This beautiful park, which has inspired many famous paintings, was created in the 18th century for Philippe Egalité, the cousin of Louis XVI and the father of King Louis-Philippe I.",48.88036,4.5,2.3088,Paris,,194190,train
Estanque Grande del Retiro,"['Nature & Parks', 'Bodies of Water']",,40.41674,4.5,-3.684713,Madrid,,14042987,train
Renssen Art Gallery,"['Shopping', 'Museums', 'Art Galleries']","Side by side: Picasso and Renssen In the heart of Amsterdam's Arts and Antiques District you'll find Renssen Art Gallery. Paintings, sculptures and lithographs by internationally collected Dutch artist Erik Renssen (b. 1960) are displayed in an elegant yet informal setting. The gallery features their contemporary Renssen artworks alongside an impressive collection of Picasso linocuts, lithographs and pochoirs. The combination of these two collections, mounted in hand-made and gilded frames, makes a visit to Renssen Art Gallery a very worthwhile experience.",52.363552,5.0,4.888817,Amsterdam,,9790012,train
Parc de Montjuic,"['Museums', 'Nature & Parks', 'Specialty Museums', 'Parks']",,41.364548,4.5,2.165427,Barcelona,,2359212,train
Galleria Borghese,"['Museums', 'Art Museums']","The Museum in the beautiful setting of Villa Borghese in Rome preserves sculptures, reliefs and ancient mosaics, and paintings and sculptures from the fifteenth to the eighteenth century. The collection, made up initially by Cardinal Scipione Borghese in the early seventeenth century, preserves masterpieces of Antonello da Messina, Giovanni Bellini, Raffaello, Tiziano, Correggio, Caravaggio and beautiful sculptures of Gian Lorenzo Bernini and Canova.",41.914,4.5,12.492,Rome,"Piazzale del Museo Borghese 5, 00197",522812,train
Museu Del Modernisme,"['Museums', 'Art Museums']",,41.388947,4.5,2.163636,Barcelona,"Carrer De Balmes, 48, 08007",1893220,train
Musee de Montmartre,"['Museums', 'Specialty Museums', 'History Museums']","In the oldest house on the hill of Montmartre lived fourteen personalities, among whom Renoir, Valadon, Dufy and Poulbot. Take a step back in time to the glory days of this independent and bohemian quarter through original works by Utrillo, Toulouse-Lautrec and Willette at the Montmartre Museum. The gardens and the atmosphere have a rustic feel to them, making this is a very special site in the heart of Paris.",48.88788,4.5,2.340689,Paris,"12 Rue Cortot, 75018",210318,train
Tweede Kamer Coffeeshop,"['Nightlife', 'Coffeehouses']","Tweede Kamer Coffeeshop (or Second Living room), first opened its doors in 1985, to swiftly become one of Amsterdam’s household names within the Smoking Community! Being among one of the oldest shops in the city, there is not one Amsterdam smoker that hasn’t heard of, or visited this picturesque shop! For already more than 30 years, this is Amsterdam’s Best Kept Secret!!. If you like to relax among the locals, then this is the place to be…It’s a tiny shop that seats only 20 people, so a great place to mingle with the locals and local tourists… This is probably the most mature and classy shop in Amsterdam! Experience the warm ambiance of this little gem, excellent music choice, a lot of product knowledge with a huge variety on the menu, amicable clientele and the lovely refurbished interior in 20’s apothecary style. We look forward to see you soon…….",52.36879,4.5,4.88837,Amsterdam,"Heisteeg 6, 1012 WC",2005280,train
Escape London - Shepherds Bush,"['Fun & Games', 'Room Escape Games']",Escape London is an exciting live escape games based near Shepherd's Bush in West London. We have four different games in operation on our site for you and your friends to defeat. Have you got what it takes to escape?,51.50635,5.0,-0.2333859999999999,London,"117 Uxbridge Road, W12 8NL",10687405,train
Besiktas,"['Sights & Landmarks', 'Other', 'Neighborhoods']",,41.038113,4.5,28.996162,Istanbul,,2037618,train
Pantheon,"['Sights & Landmarks', 'Churches & Cathedrals', 'Monuments & Statues']","With the Pantheon, architect Jacques-Germain Soufflot met Louis XV’s wish to glorify the monarchy in the form of a church dedicated to Saint Geneviève, the patron saint of Paris. The edifice was deconsecrated during the Revolution in 1791 and renamed the Pantheon. During the turbulent years of the 19th century, as regimes changed, it alternated in its role as a religious and patriotic monument. Since 1885, the year of Victor Hugo’s death and burial in the Pantheon, it has been the last resting place for the great writers, scientists, generals, churchmen and politicians who have made the history of France. The crypt houses the tombs of more than 70 illustrious figures including Voltaire, Jean-Jacques Rousseau, Emile Zola, Alexandre Dumas, Pierre and Marie Curie etc.Open:> 1st April to 30th September: from 10 a.m. to 6.30 p.m.> 1st October to 31st March: from 10 a.m. to 6 p.m. Last admission 45 minutes before closing time. Closed:> 1st January, 1st May and 25th December. Admission fees: Adults : 8,5€; Concessions (18 to 25) = 5,50 €; Free admission: minors under 18*; Free admission: 18-25 years old* (citizens of one of the 27 countries of the EU or are non-European permanent residents of France) * excluding school groups",48.846222,4.5,2.346414,Paris,"Pl. du Panthéon, Mont Sainte Geneviève, 75005",189280,train
Villa Floridiana,"['Sights & Landmarks', 'Museums', 'Historic Sites', 'Specialty Museums']","Built between 1817 and 1819, this neoclassical villa overlooks scenic Bay of Naples and Capri, and contains the National Ceramics Museum, a collection of European and Oriental porcelain and majolica.",40.83985,3.5,14.2294,Naples,,195425,train
St. Mary's Church,"['Sights & Landmarks', 'Churches & Cathedrals']",,52.52055,4.0,13.4067,Berlin,,8377095,train
Johan Cruyff Arena,"['Sights & Landmarks', 'Arenas & Stadiums']","The largest stadium in the Netherlands and home to the Ajax football team, it has played host to legendary sporting matches and music concerts.",52.31375,4.0,4.94053,Amsterdam,,245166,train
Mystery City Games,"['Fun & Games', 'Room Escape Games', 'Scavenger Hunts']","A cross between a treasure hunt and a walking tour, Mystery City Games combine city exploration, puzzle solving and little-known stories from history. During the experience, you will pass by must-see attractions and lesser-known corners in central Amsterdam while solving a real mystery from Amsterdam’s Golden Age. Follow the treasure map to visit five different locations, solve escape-room-like puzzles, and unlock a series of locks on a treasure box to uncover a real mystery from Amsterdam's past. We have two games to choose from: Follow the trail of a secret society during Amsterdam's Golden Age (available in six languages!) or discover the old Jewish quarter as you uncover the stories of the Dutch resistance during WWII.",52.368507,5.0,4.899004,Amsterdam,,12570106,train
Walks of Italy,"['Food & Drink', 'Classes & Workshops', 'Tours', 'Cooking Classes', 'Historical & Heritage Tours', 'Food Tours', 'Walking Tours', 'Day Trips']","Walks of Italy offers one-of-a-kind experiences! As featured in Rick Steves' guidebooks. Day trips, activities & guided tours in Italy's greatest destinations. Our small group tours feature fascinating storytellers who will bring your trip to life. Walks of Italy secures exclusive access to sites aross Italy, unlocking special experiences like St. Mark’s Basilica at Night, Doge's Palace secret passages in Venice, Colosseum underground & top tier in Rome, and even VIP access to the Sistine Chapel in Vatican City—just to name a few! All our guides are hand-picked, English-fluent passionate experts in their local regions. Our company is committed to the principles of sustainability in travel, patronizing local artisans and farmers, supporting art restoration and education, and taking guests off the beaten path away from tourist crowds whenever possible. Walk with us, and fill your vacation with unforgettable experiences that will last a lifetime!",41.90898,5.0,12.46061,Rome,,1838073,train
Fabiolous Cooking Day in Rome,"['Food & Drink', 'Classes & Workshops', 'Cooking Classes']","Fabiolous Cooking Day, the creation of Chef Fabio Bongianni, employs a talented team of chefs to provide cooking days, food tours, wine tastings, and exclusive private dining experiences for small or large groups at four elite venues in Rome and in a nearby medieval village.",41.890575,5.0,12.477984,Rome,"Via in Arcione, 115, 00186",2067187,train
Stedelijk Museum Amsterdam,"['Museums', 'Art Museums']","The Stedelijk Museum is an international institution in Amsterdam dedicated to modern and contemporary art and design. The Museum aims to provide a home for art, artists and a broad range of publics, where artistic production is actively fostered, presented, protected, reconsidered and renewed",52.35787,4.0,4.880065,Amsterdam,"Museumplein 10, 1071 DJ",190676,train
Hraunfossar,"['Nature & Parks', 'Waterfalls']",,64.69406,4.5,-20.87902,Iceland,,1930372,train
Doma Luxury Spa,"['Spas & Wellness', 'Health/Fitness Clubs & Gyms', 'Spas']",Doma Spa è una Spa di lusso a Roma a Piazza Navona - eseguiamo oltre 35 tipologie di massaggio ed è possibile scegliere la propria massaggiatrice o il proprio massaggiatore.,41.89839,5.0,12.47072,Rome,,14475290,train
Weltzeituhr,"['Sights & Landmarks', 'Points of Interest & Landmarks']",,52.52101,4.0,13.412665,Berlin,,7640326,train
Virtua,"['Fun & Games', 'Game & Entertainment Centers']","Have you ever tried Virtual Reality? We are the first Virtual Reality Arcade in Barcelona, Spain that have 4 playgrounds, each one with the best technology, VR HTC VIVE. Anyone is welcome to our Arcade to try multiple experiences, you just have to bring your good vibes and we will do the rest. We are a good option for travel families that have kids, or to whom just want to try something different in Barcelona, apart from tapas. What differentiates us from others? 1. We have more than 60 virtual reality experiences and games 2. We have many differents plans and disccounts for groups ( 3+). 3. We can speak 6 languages: korean, spanish, english, french, catalan and portuguese. 4. We are the only Arcade in Barcelona that have 4 vr sets to play multiplayer experiences. 5. We are gamers and we really enjoy our job. 6. We also love travelling! We hope to see you soon here and enjoy Barcelona by doing something different.",41.37901,5.0,2.15801,Barcelona,,13196682,train
Museo delle Torture,"['Museums', 'History Museums']","The collection includes instruments of torture used in the Middle Ages that testify that human cruelty has not had any limitations in inflicting pain on its peers by bare the worst side of human beings. The Museum of Torture testifies to the history of the medieval, Spanish and Roman Inquisition. The exhibition proudly tells how Neapolitans opposed the establishment of the Inquisition in Naples imposed by Spanish viceroy Don Pedro de Toledo. A rebellion led by Tommaso Aniello of Sorrento, which cost 2000 dead, but liberated Naples from inquisitorial processes. A museum that, through historiographic rigor, shows the unfinished path towards freedom and tolerance of thought, fostering solidarity among peoples with different beliefs.",40.849304,4.5,14.257278,Naples,"Vico Santa Luciella 18/B, 80138",9879204,train
Parco Virgiliano,"['Fun & Games', 'Nature & Parks', 'Playgrounds', 'Parks']",,40.80013,4.5,14.18147,Naples,,2088016,train
Haukadalur Geothermal Field,"['Nature & Parks', 'Hot Springs & Geysers']",,64.3127,4.5,-20.30038,Iceland,,12911431,train
Rijksmuseum,"['Museums', 'Art Museums']","The Rijksmuseum is the museum of the Netherlands. The completely renovated Rijksmuseum tells the story of the Netherlands from the Middle Ages to the 20th century. Including works by Rembrandt, Vermeer, Frans Hals, and more! Most famous is Rembrandt's masterpiece the Night Watch. A new display of the collection, a renewed building, new public facilities, a revamped garden and a new Asian Pavilion. Open daily from 9 am to 5 pm.",52.36,4.5,4.88528,Amsterdam,"Museumstraat 1, 1071 XX",189379,train
Sechselautenplatz,"['Sights & Landmarks', 'Points of Interest & Landmarks']",,47.36506,4.0,8.54631,Zurich,,8431390,train
Ciutat Vella,"['Sights & Landmarks', 'Other', 'Neighborhoods', 'Historic Sites', 'Points of Interest & Landmarks']","This fascinating area is steeped in history, with city hall located in the same spot where kings once reigned. You'll find narrow streets and squares here, with Gothic mansions, museums, historic churches, bars and restaurants. The Placa del Rei is reputedly the place where King Ferdinand and Queen Isabella welcomed Columbus after his voyage to America.",41.38031,4.5,2.17416,Barcelona,,208597,train
Liebfrauenkirche,"['Sights & Landmarks', 'Historic Sites', 'Sacred & Religious Sites']",En la pestaña de iglesias católicas: Liebfrauen,47.38002,4.5,8.54492,Zurich,,3554329,train
Berlinische Galerie,"['Museums', 'Art Museums']","The Berlinische Galerie is one of the newest museums in the German capital and collects art from Berlin dating from 1870 to the present day - with both a local and international focus. Founded in 1975, the State Museum reopened in its own building close to the Jewish Museum in 2004, moving into a spacious industrial hall that has been rebuilt to provide 4,600 square metres of exhibition space. Fine art - painting, graphics, sculpture, multimedia - photography, architecture and artists' archives provide a rich source, whose interdisciplinary relationships create exciting dialogues. Its outstanding collections include Dada Berlin, the Neue Sachlichkeit (New Objectivity) and the Eastern European avant-garde. The art of he divided and reunified city of Berlin provides another focus.",52.503696,4.5,13.398443,Berlin,"Alte Jakobstr. 124-128, 10969",641590,train
